state,orig_label,map_sym1,map_sym2,unit_link,prov_no,province,unit_name,unit_age,unitdesc,strat_unit,unit_com,map_ref,rocktype1,rocktype2,rocktype3,unit_ref,map_symb2
NJ  ,Ygb,Ygb,Ygb;3,NJYgb;3,3,Central and Southern - Piedmont Rocks,Gabbro,Middle Proterozoic,"Gabbro - Medium- to coarse-crystalline, medium- to dark-gray foliated rock composed principally of plagioclase (An35) and clinopyroxene. Contains minor amounts of garnet, biotite, and sulfide. The rock is more siliceous than typical gabbros.",,Rocks of the Trenton prong,NJ001,gabbro,,,NJ001 NJ003,
NJ  ,Ygm,Ygm,Ygm;11,NJYgm;11,11,Northern - New Jersey Highlands,Mount Eve Granite,Middle Proterozoic,"Mount Eve Granite (Drake and others, 1991a) - Light-pinkish-gray or grayish-tan-weathering, light-gray to pinkish-gray, medium- to coarse-grained granite containing microcline microperthite, quartz, oligoclase, and biotite. Common accessory minerals include hornblende, biotite, magnetite, and allanite. Most of the rock is a syenogranite. Upper intercept U-Pb age of 1,020 +/- 4 Ma (Drake and others, 1991a). Occurs in Pochuck Mountain area along New York boundary. ",,,NJ001,granite,,,NJ001 NJ002 NJ120,
NJ  ,Yh,Yh,Yh;11,NJYh;11,11,Northern - New Jersey Highlands,Hypersthene-Quartz-Oligoclase Gneiss,Middle Proterozoic,"Hypersthene-Quartz-Oligoclase Gneiss - Gray- to tan-weathering, greenish-gray to greenish-brown, medium-grained, moderately well layered and foliated, greasy-lustered gneiss of charnockitic affinity composed of andesine or oligoclase, quartz, clinopyroxene, hornblende, hypersthene, and sparse amounts of biotite. Commonly interlayered with amphibolite and mafic-rich quartz-plagioclase gneiss. ",,Rocks of Uncertain Origin (Middle Proterozoic),NJ001,gneiss,amphibolite,,NJ001 NJ002,
NJ  ,Yhp,Yhp,Yhp;11,NJYhp;11,11,Northern - New Jersey Highlands,Hornblende-Plagioclase Gneiss,Middle Proterozoic,"Hornblende-Plagioclase Gneiss - White- to gray-weathering, greenish-gray, medium-grained, moderately well foliated gneiss containing hornblende, clinopyroxene, plagioclase and trace amounts of apatite, titanite and opaque minerals.",,Rocks of Uncertain Origin (Middle Proterozoic),NJ001,gneiss,,,NJ001 NJ002,
NJ  ,Ylb,Ylb,Ylb;11,NJYlb;11,11,Northern - New Jersey Highlands,Biotite-quartz-oligoclase gneiss,Middle Proterozoic,"Biotite-quartz-oligoclase gneiss - White- to light-gray-weathering, light- to medium-gray or greenish-gray, fine- to coarse-grained, massive to moderately well layered, foliated gneiss composed of oligoclase or andesine, quartz, biotite, and, locally, garnet. Commonly interlayered with amphibolite. ",,,NJ001,gneiss,amphibolite,,NJ001 NJ002,
NJ  ,Ylo,Ylo,Ylo;11,NJYlo;11,11,Northern - New Jersey Highlands,Quartz-Oligoclase Gneiss,Middle Proterozoic,"Quartz-Oligoclase Gneiss - White-weathering, light-greenish-gray, medium- to coarse-grained, moderately layered to indistinctly foliated gneiss and lesser amounts of granofels composed of quartz, oligoclase or andesine, and, locally, biotite, hornblende and (or) clinopyroxene. Contains thin amphibolite layers.",,"Losee Metamorphic Suite (Middle Proterozoic) (Drake, 1984)",NJ001,gneiss,granofels,amphibolite,NJ001 NJ002 NJ117,
NJ  ,Ym,Ym,Ym;11,NJYm;11,11,Northern - New Jersey Highlands,Microcline Gneiss,Middle Proterozoic,"Microcline Gneiss - Light-gray- to pinkish-white-weathering, tan to pinkish-white, fine- to medium-grained, well-layered gneiss composed principally of quartz, microcline, and lesser amounts of oligoclase. Common accessory minerals include biotite, garnet, magnetite, and, locally, sillimanite. ",,Metasedimentary Rocks (Middle Proterozoic),NJ001,paragneiss,,,NJ001 NJ002,
NJ  ,Yma,Yma,Yma;11,NJYma;11,11,Northern - New Jersey Highlands,Microantiperthite Alaskite,Middle Proterozoic,"Microantiperthite Alaskite - White-weathering, locally rusty, light-greenish-gray medium- to coarse-grained, gneissic granite and alaskite containing microantiperthite, quartz, oligoclase, and sparse amounts of hornblende, clinopyroxene, biotite, and magnetite.",,Rocks of Uncertain Origin (Middle Proterozoic),NJ001,granite,,,NJ001 NJ002,
NJ  ,Ymh,Ymh,Ymh;11,NJYmh;11,11,Northern - New Jersey Highlands,Hornblende-Quartz-Feldspar Gneiss,Middle Proterozoic,"Hornblende-Quartz-Feldspar Gneiss - Pinkish-gray- to buff-weathering, light- pinkish-white to pinkish-gray, fine- to medium-grained, massive to moderately well layered gneiss containing microcline, quartz, oligoclase, hornblende, and magnetite. Locally contains garnet and biotite.",,Metasedimentary Rocks (Middle Proterozoic),NJ001,paragneiss,,,NJ001 NJ002,
NJ  ,Ymp,Ymp,Ymp;11,NJYmp;11,11,Northern - New Jersey Highlands,Clinopyroxene-Quartz-Feldspar Gneiss,Middle Proterozoic,"Clinopyroxene-Quartz-Feldspar Gneiss - Pinkish-gray- or pinkish-buff-weathering, white to pale-pinkish-white or light-gray, fine- to medium-grained, massive to moderately well-layered gneiss composed of microcline, quartz, oligoclase, clinopyroxene, and trace amounts of epidote, biotite, titanite, and opaque minerals. Commonly interlayered with amphibolite or pyroxene amphibolite.",,Metasedimentary Rocks (Middle Proterozoic),NJ001,paragneiss,amphibolite,,NJ001 NJ002,
NJ  ,Yp,Yp,Yp;11,NJYp;11,11,Northern - New Jersey Highlands,Pyroxene Gneiss,Middle Proterozoic,"Pyroxene Gneiss - White- to tan-weathering, greenish-gray, fine- to medium-grained, well-layered gneiss containing oligoclase, clinopyroxene, variable amounts of quartz, and trace amounts of opaque minerals and titanite. Some phases contain scapolite and calcite. Commonly interlayered with pyroxene amphibolite or marble.",,Metasedimentary Rocks (Middle Proterozoic),NJ001,paragneiss,amphibolite,marble,NJ001 NJ002,
NJ  ,Ypa,Ypa,Ypa;11,NJYpa;11,11,Northern - New Jersey Highlands,Pyroxene Alaskite,Middle Proterozoic,"Pyroxene Alaskite - Light-gray- or tan-weathering, greenish-buff to light-pinkish-gray, medium- to coarse-grained, massive, moderately foliated granite composed of mesoperthite to microantiperthite, oligoclase, and quartz. Common accessory minerals are clinopyroxene, titanite and magnetite. Locally includes small bodies of amphibolite not shown on map.",,"Lake Hopatcong Intrusive Suite (Middle Proterozoic) (Drake and Volkert, 1991)",NJ001,granite,amphibolite,,NJ001 NJ002 NJ121,
NJ  ,Ype,Ype,Ype;11,NJYpe;11,11,Northern - New Jersey Highlands,Pyroxene-Epidote Gneiss,Middle Proterozoic,"Pyroxene-Epidote Gneiss - White- to light-gray-weathering, light-greenish-gray or greenish-buff, fine- to medium-grained, moderately layered and foliated gneiss composed principally of quartz, microcline, plagioclase, clinopyroxene, epidote, and sparse amounts of titanite. Some phases of this unit are quartz-rich. May be interlayered and probably related to pyroxene gneiss (Yp).",,Metasedimentary Rocks (Middle Proterozoic),NJ001,paragneiss,,,NJ001 NJ002,
NJ  ,Ypg,Ypg,Ypg;11,NJYpg;11,11,Northern - New Jersey Highlands,Pyroxene Granite,Middle Proterozoic,"Pyroxene Granite - Gray- to buff- or white-weathering, greenish-gray, medium- to coarse-grained, massive, gneissoid to indistinctly foliated granite containing mesoperthite to microantiperthite, quartz, oligoclase, and clinopyroxene. Common accessory minerals include titanite, magnetite, apatite, and trace amounts of pyrite. Some phases are monzonite, quartz monzodiorite, or granodiorite. Locally includes small bodies of amphibolite not shown on map. ",,"Lake Hopatcong Intrusive Suite (Middle Proterozoic) (Drake and Volkert, 1991)",NJ001,granite,monzonite,quartz monzodiorite; granodiorite; amphibolite,NJ001 NJ002 NJ121,
NJ  ,Yps,Yps,Yps;11,NJYps;11,11,Northern - New Jersey Highlands,Pyroxene Syenite,Middle Proterozoic,"Pyroxene Syenite - Gray- to buff- or tan-weathering, greenish-gray, medium- to coarse-grained, massive, indistinctly foliated syenite composed of mesoperthite to microantiperthite, oligoclase and clinopyroxene. Contains sparse amounts of quartz, titanite, magnetite, and trace amounts of pyrite. ",,"Lake Hopatcong Intrusive Suite (Middle Proterozoic) (Drake and Volkert, 1991)",NJ001,syenite,,,NJ001 NJ002 NJ121,
NJ  ,Yq,Yq,Yq;11,NJYq;11,11,Northern - New Jersey Highlands,Quartzite,Middle Proterozoic,"Quartzite - Light-gray, medium-grained, massive- to well-layered, vitreous, partly feldspathic quartzite having sparse flakes of graphite. Associated with potassium-feldspar gneiss (Yk), biotite-quartz-feldspar gneiss (Yb), pyroxene gneiss (Yp), Franklin Marble (Yf), and pyroxene-epidote gneiss (Ype). ",,Metasedimentary Rocks (Middle Proterozoic),NJ001,quartzite,,,NJ001 NJ002,
NJ  ,Ys,Ys,Ys;11,NJYs;11,11,Northern - New Jersey Highlands,Syenite Gneiss,Middle Proterozoic,"Syenite Gneiss - Light-pinkish-white- to buff-white-weathering, greenish-gray, medium-grained, moderately foliated rock consisting of two distinct phases: hornblende syenite gneiss containing microcline microperthite, oligoclase, hornblende, and opaque minerals; and pyroxene syenite gneiss containing microcline microperthite, oligoclase, clinopyroxene, accessory amounts of titanite, and opaque minerals. Despite the co-mingling of these two phases, they appear to belong respectively to the Byram and Lake Hopatcong Intrusive Suites. In Hamburg Mountain area. ",,"Lake Hopatcong Intrusive Suite (Middle Proterozoic) (Drake and Volkert, 1991)",NJ001,orthogneiss,,,NJ001 NJ002 NJ121,
NJ  ,Zch,Zch,Zch;11,NJZch;11,11,Northern - New Jersey Highlands,Chestnut Hill Formation,Late Proterozoic,"Chestnut Hill Formation (Drake, 1984) - Interbedded arkose, ferruginous quartzite, quartzite conglomerate, metarhyolite, and metasaprolite. Confined to a few small areas north and east of Phillipsburg, on the western side of Bowling Green Mountain, northwest of High Bridge, and a few areas too small to show at this map scale.",,Note that there is a unit Zd (Diabase dikes) that is described in the digital description and is used on the printed map; but it is not used on the digital map. Probably because it is a line feature and the digital geology is only polygons. Unit Zd has NOT been entered here. ,NJ001,arkose,quartzite,conglomerate; meta-rhyolite,NJ001 NJ002 NJ117,
NJ  ,Zd,Zd,Zd;11,NJZd;11,11,Northern - New Jersey Highlands,Diabase dikes (Late Proterozoic),Late Proterozoic,"Diabase dikes (Late Proterozoic) (Ratcliffe, 1987; Puffer and others, 1991) - Medium- to dark greenish-gray, aphanitic to fine-grained dikes that are dense and hard. Contacts are typically chilled and sharp against enclosing country rock. Tholeiitic to alkalic composition; hypersthene a normative mineral. Composed principally of plagioclase (labradorite to andesine), augite, and ilmenite and (or) magnetite. Locallly occurring pyrite blebs are ubiquitous. Dikes range from a few cm to 20 m (an inch to 65 ft. wide) and as much as 5 km (3 mi) long. Occur throughout the Highlands, but intrude only Middle Proterozoic rocks.",,,NJ001,diabase,,,NJ001 NJ002,
NJ  ,Zv,Zv,Zv;3,NJZv;3,3,Central and Southern - Piedmont Rocks,Metabasalt,Late Proterozoic,"Metabasalt - Sequence of conformably layered volcanic rocks of fine-grained to aphanitic, greenish-gray, retrogressively metamorphosed greenstone, greenschist, and basalt. Greenschist contains clots and lenses of blue quartz and abundant sulfide. Unit does not crop out and is known only from subsurface borings and artificial exposures. Interpreted to be Late Proterozoic by Volkert and Drake (1993) on the basis of geochemical similarity to Late Proterozoic metadiabase dikes in New Jersey Highlands.",,Rocks of the Trenton prong,NJ001,greenstone,greenschist,meta-basalt,NJ001 NJ003 NJ122,
NJ  ,Ybs,Ybs,Ybs;11,NJYbs;11,11,Northern - New Jersey Highlands,Hornblende Syenite,Middle Proterozoic,"Hornblende Syenite - Tan- to buff-weathering, pinkish-gray or greenish-gray, medium- to coarse-grained, gneissoid syenite and lesser amounts of quartz syenite containing microcline microperthite, oligoclase, quartz, and hornblende. Some phases are monzonite or monzodiorite. ",,"Byram Intrusive Suite (Middle Proterozoic) (Drake, 1984)",NJ001,syenite,quartz syenite,monzonite; monzodiorite,NJ001 NJ002 NJ117,
